customer_id,first_name,last_name,age,gender,marital_status,number_of_dependents,education_level,province,employment_status,monthly_income,income_band,monthly_expenses,account_tenure_years,monthly_transactions,avg_transaction_value,digital_login_frequency,branch_visit_count,late_payment_count,preferred_channel,has_savings_account,has_credit_card,has_home_loan,has_personal_loan,has_vehicle_finance,has_investment_account,active_products_count,credit_score,loan_utilisation_rate,days_since_last_default,churn_risk_label
CUST-00879,Jason,Ngubane,31,Male,Single,0,Postgraduate,Gauteng,Self-Employed,115900.0,High Net Worth,68400.0,9.6,80,1061.69,31,0,2,Digital-Only,1,1,1,1,1,1,6,689,0.337,9999,Low
CUST-00880,Ashleigh,Botha,53,Female,Married,2,Matric,Limpopo,Unemployed,1634.14,LSM 1-4,1700.0,3.7,9,423.17,14,5,2,Digital-Preferred,1,0,0,0,0,0,1,596,0.0,444,Medium
CUST-00881,Nomvula,Mthembu,33,Female,Single,0,Diploma,Gauteng,Employed,14100.0,LSM 5-6,6800.0,7.3,11,728.93,22,2,1,Digital-Preferred,1,0,0,0,0,0,1,610,0.0,9999,Medium
CUST-00882,Arjun,Williams,37,Male,Married,3,Matric,Western Cape,Employed,8700.0,LSM 5-6,8300.0,7.6,21,423.95,22,3,4,Digital-Preferred,1,1,1,0,0,0,3,560,0.672,345,Low
CUST-00883,Kavitha,Smith,25,Female,Single,1,Diploma,Mpumalanga,Self-Employed,29500.0,LSM 7-8,15300.0,4.9,43,221.62,13,7,2,Digital-Preferred,1,1,0,1,1,0,4,534,0.416,1819,Low
CUST-00884,Kagiso,Motsepe,24,Male,Single,1,Matric,KwaZulu-Natal,Employed,9100.0,LSM 5-6,5400.0,1.9,34,109.98,15,4,0,Digital-Preferred,1,0,0,0,0,0,1,599,0.0,708,High
CUST-00885,Tayla,van der Berg,49,Female,Married,0,Diploma,Western Cape,Employed,26400.0,LSM 7-8,16500.0,9.6,19,832.85,22,2,3,Digital-Preferred,1,1,0,1,1,0,4,602,0.56,9999,Low
CUST-00886,Nokwanda,Johnson,53,Female,Married,2,Diploma,Gauteng,Unemployed,1730.94,LSM 1-4,1800.0,7.6,4,689.8,20,3,8,Digital-Preferred,1,0,0,0,0,0,1,384,0.0,450,High
CUST-00887,Palesa,Ngubane,55,Female,Single,1,Matric,Gauteng,Employed,11500.0,LSM 5-6,7400.0,7.5,17,470.56,20,1,1,Digital-Preferred,1,1,0,0,0,0,2,606,0.436,9999,Medium
CUST-00888,Kim,Cele,29,Female,Married,2,Matric,Free State,Employed,5000.0,LSM 1-4,4200.0,2.8,20,247.16,1,4,0,Branch-Preferred,1,0,0,0,1,0,2,612,0.606,167,High
CUST-00889,Arjun,Cele,18,Male,Married,4,Matric,Gauteng,Unemployed,1896.56,LSM 1-4,2000.0,0.5,11,50.0,23,1,6,Digital-Only,1,0,0,1,0,0,2,370,1.0,160,Medium
CUST-00890,Nokwanda,Maharaj,21,Female,Single,1,Matric,KwaZulu-Natal,Self-Employed,11900.0,LSM 5-6,6600.0,2.7,27,485.34,14,2,4,Digital-Preferred,1,1,0,0,0,0,2,477,0.655,332,High
CUST-00891,Siyanda,Nxumalo,27,Male,Married,2,Degree,Western Cape,Employed,37100.0,LSM 7-8,19900.0,8.3,40,344.03,18,2,2,Digital-Preferred,1,1,0,1,1,0,4,638,0.442,9999,Low
CUST-00892,Palesa,Ndlovu,28,Female,Married,0,Matric,KwaZulu-Natal,Unemployed,2216.44,LSM 1-4,1500.0,8.3,3,443.06,9,5,2,Branch-Preferred,1,0,0,0,0,0,1,568,0.0,123,Medium
CUST-00893,Lindiwe,Khumalo,29,Female,Married,4,Matric,Gauteng,Retired,5014.76,LSM 1-4,5300.0,7.1,15,615.21,11,3,5,Digital-Preferred,1,0,0,0,0,0,1,468,0.0,191,High
CUST-00894,Tebogo,February,32,Male,Single,1,Postgraduate,Gauteng,Employed,94700.0,High Net Worth,62200.0,6.6,64,1149.2,20,3,0,Digital-Preferred,1,0,0,0,1,1,3,742,0.404,9999,Low
CUST-00895,Johan,Johnson,43,Male,Married,0,Matric,Western Cape,Unemployed,1451.89,LSM 1-4,800.0,2.7,7,50.0,8,1,2,Passive,1,0,0,0,0,0,1,589,0.0,9999,High
CUST-00896,Sipho,Jacobs,38,Male,Married,1,Degree,KwaZulu-Natal,Employed,17000.0,LSM 5-6,11400.0,6.1,19,384.24,18,3,2,Digital-Preferred,1,1,0,1,0,0,3,535,0.521,554,Low
CUST-00897,Nkosinathi,Buthelezi,27,Male,Married,4,Diploma,Limpopo,Employed,16900.0,LSM 5-6,11400.0,5.5,28,366.4,16,3,0,Digital-Preferred,1,1,0,0,0,0,2,657,0.434,1831,Medium
CUST-00898,Sandile,van der Berg,50,Male,Single,1,Diploma,KwaZulu-Natal,Employed,30200.0,LSM 7-8,20700.0,10.3,31,552.46,10,6,2,Branch-Preferred,1,1,1,0,1,0,4,670,0.348,2215,Low
CUST-00899,Samantha,Botha,41,Female,Single,1,Diploma,North West,Employed,14400.0,LSM 5-6,8100.0,4.5,17,182.99,12,1,1,Digital-Preferred,1,0,0,0,0,0,1,602,0.0,1478,Medium
CUST-00900,Samantha,Pretorius,22,Female,Single,0,Matric,KwaZulu-Natal,Employed,8500.0,LSM 5-6,5800.0,1.8,33,50.0,15,3,2,Digital-Preferred,1,1,0,0,0,0,2,524,0.512,139,Medium
CUST-00901,Jade,Dlamini,34,Female,Married,2,Degree,KwaZulu-Natal,Self-Employed,45800.0,Affluent,32300.0,14.2,34,400.39,18,4,3,Digital-Preferred,1,1,1,1,1,0,5,601,0.508,9999,Low
CUST-00902,Bongiwe,Pillay,32,Female,Married,3,Degree,North West,Employed,30000.0,LSM 7-8,20500.0,11.7,33,802.01,15,5,0,Digital-Preferred,1,1,1,1,1,0,5,660,0.42,9999,Low
CUST-00903,Anika,Nkosi,31,Female,Married,3,Matric,Mpumalanga,Unemployed,1956.0,LSM 1-4,2100.0,2.5,18,284.87,19,4,10,Digital-Preferred,0,0,0,0,0,0,0,300,0.0,10,Medium
CUST-00904,Ruan,Buthelezi,41,Male,Single,0,Degree,KwaZulu-Natal,Employed,29200.0,LSM 7-8,13300.0,11.4,32,697.56,9,1,1,Passive,1,1,0,0,0,0,2,680,0.357,704,Low
CUST-00905,Jade,Buthelezi,28,Female,Single,2,Diploma,KwaZulu-Natal,Unemployed,2972.3,LSM 1-4,3100.0,1.8,6,587.31,11,7,1,Digital-Preferred,1,1,0,1,0,0,3,581,0.617,9999,Low
CUST-00906,Zara,Govender,44,Female,Married,3,Degree,Mpumalanga,Employed,50400.0,Affluent,27100.0,7.1,37,642.77,19,7,4,Digital-Preferred,1,1,1,0,1,1,5,595,0.417,1287,Low
CUST-00907,Ashleigh,Brown,30,Female,Single,0,Degree,Gauteng,Employed,56500.0,Affluent,33300.0,6.0,54,821.35,12,4,2,Digital-Preferred,1,1,1,0,0,1,4,642,0.478,9999,Low
CUST-00908,Liezel,Reddy,50,Female,Single,1,No Matric,KwaZulu-Natal,Unemployed,2044.29,LSM 1-4,2100.0,4.9,21,50.0,25,4,5,Digital-Preferred,1,0,0,0,0,0,1,431,0.0,1238,High
CUST-00909,Ashleigh,Mthethwa,38,Female,Married,3,Degree,Western Cape,Self-Employed,49100.0,Affluent,32800.0,10.1,43,497.49,15,3,1,Digital-Preferred,1,1,1,1,1,1,6,701,0.314,9999,Low
CUST-00910,Zara,Pretorius,25,Female,Married,2,Postgraduate,Mpumalanga,Employed,65200.0,Affluent,47300.0,4.8,44,1045.55,27,3,0,Digital-Preferred,1,1,0,0,1,0,3,665,0.44,3650,Low
CUST-00911,Zara,Pretorius,27,Female,Single,0,Degree,Western Cape,Employed,26100.0,LSM 7-8,18500.0,7.3,28,742.92,13,6,3,Digital-Preferred,1,0,0,0,1,0,2,558,0.623,281,High
CUST-00912,Heinrich,Khumalo,34,Male,Single,0,Matric,Western Cape,Self-Employed,5500.0,LSM 1-4,3300.0,4.2,27,50.0,23,0,0,Digital-Only,0,0,0,0,0,0,0,622,0.0,1609,Medium
CUST-00913,Bongiwe,Jacobs,49,Female,Married,1,Degree,Free State,Employed,56700.0,Affluent,27200.0,9.9,41,453.91,21,5,0,Digital-Preferred,1,1,1,0,1,1,5,762,0.297,9999,Low
CUST-00914,André,Williams,27,Male,Married,2,Diploma,Gauteng,Employed,9000.0,LSM 5-6,8600.0,5.7,14,530.92,16,0,3,Digital-Preferred,1,1,0,0,0,0,2,488,0.679,9999,Medium
CUST-00915,Mandla,Cele,53,Male,Married,1,Matric,Limpopo,Unemployed,1973.05,LSM 1-4,1600.0,1.0,13,205.46,10,5,0,Branch-Preferred,0,0,0,0,0,0,0,659,0.0,9999,High
CUST-00916,Kavitha,Ndlovu,38,Female,Married,1,Degree,Gauteng,Employed,32000.0,LSM 7-8,20100.0,8.6,41,461.16,22,5,3,Digital-Preferred,1,1,1,0,1,0,4,577,0.343,942,Low
CUST-00917,Lethiwe,Khumalo,40,Male,Single,0,Diploma,Limpopo,Employed,21800.0,LSM 7-8,15500.0,6.7,21,1265.39,14,2,2,Digital-Preferred,1,1,1,1,0,0,4,609,0.449,9999,Low
CUST-00918,Aaliya,Naidoo,35,Female,Single,0,Degree,Western Cape,Employed,47700.0,Affluent,28600.0,6.0,47,581.3,13,6,3,Digital-Preferred,1,1,1,0,0,0,3,531,0.698,2801,Low
CUST-00919,Johan,Nkosi,40,Male,Married,4,Diploma,KwaZulu-Natal,Student,2051.63,LSM 1-4,2200.0,3.9,23,245.78,14,3,8,Digital-Preferred,1,0,0,1,0,0,2,356,0.841,152,Medium
CUST-00920,Fatima,Ndlovu,59,Female,Married,0,Matric,Western Cape,Employed,15500.0,LSM 5-6,8600.0,4.8,9,665.81,0,9,0,Branch-Preferred,1,0,1,0,0,0,2,669,0.363,986,Low
CUST-00921,Kagiso,Govender,30,Male,Single,0,Postgraduate,Mpumalanga,Employed,73100.0,Affluent,39500.0,6.3,49,923.5,24,2,2,Digital-Preferred,1,1,1,1,1,0,5,635,0.41,9999,Low
CUST-00922,Aaliya,Zulu,26,Female,Married,1,Diploma,Western Cape,Employed,16400.0,LSM 5-6,11000.0,10.0,21,431.34,19,1,0,Digital-Preferred,1,1,0,0,0,0,2,640,0.464,9999,Low
CUST-00923,Devan,Mthembu,32,Male,Single,0,Diploma,Gauteng,Self-Employed,22300.0,LSM 7-8,14600.0,12.8,34,427.57,26,4,1,Digital-Preferred,1,0,1,1,0,0,3,627,0.387,452,Low
CUST-00924,Siyanda,Dlamini,28,Male,Married,3,Diploma,Gauteng,Employed,14700.0,LSM 5-6,9000.0,0.5,23,728.67,25,4,1,Digital-Preferred,1,0,1,0,0,0,2,593,0.525,9999,High
CUST-00925,Mandla,Reddy,31,Male,Single,0,Matric,Eastern Cape,Employed,3400.0,LSM 1-4,1900.0,6.7,22,50.0,21,3,1,Digital-Preferred,1,0,0,0,0,0,1,554,0.0,1939,Medium
CUST-00926,Shenay,Motsepe,43,Female,Married,2,Diploma,Eastern Cape,Employed,24000.0,LSM 7-8,13000.0,9.5,13,738.4,14,4,0,Digital-Preferred,1,0,0,0,0,1,2,706,0.0,9999,Low
CUST-00927,Megan,Buthelezi,58,Female,Divorced,0,Matric,KwaZulu-Natal,Unemployed,0.0,LSM 1-4,0.0,4.4,14,50.0,5,4,0,Branch-Preferred,1,0,0,0,0,0,1,692,0.0,9999,Low
CUST-00928,Zara,Naidoo,52,Female,Divorced,2,Postgraduate,Gauteng,Employed,81700.0,High Net Worth,44100.0,13.2,43,1060.16,23,7,0,Digital-Preferred,1,1,1,0,1,1,5,835,0.211,9999,Low
CUST-00929,Musa,Khumalo,36,Male,Married,0,Postgraduate,Limpopo,Employed,97400.0,High Net Worth,53100.0,15.0,86,641.17,18,5,0,Digital-Preferred,1,1,0,0,0,0,2,725,0.162,3650,Low
CUST-00930,Kefilwe,Pretorius,32,Female,Married,1,Degree,KwaZulu-Natal,Employed,21200.0,LSM 7-8,10400.0,2.3,35,312.56,13,4,0,Digital-Preferred,1,1,1,1,0,0,4,662,0.149,9999,Low
CUST-00931,Dylan,Botha,32,Male,Married,2,Matric,Gauteng,Employed,9000.0,LSM 5-6,5300.0,6.0,14,121.47,18,2,5,Digital-Preferred,1,0,0,0,0,0,1,445,0.0,9999,Medium
CUST-00932,Megan,Govender,34,Female,Married,3,Degree,KwaZulu-Natal,Employed,33300.0,LSM 7-8,22900.0,13.1,15,1931.94,15,2,0,Digital-Preferred,1,1,1,1,1,1,6,759,0.263,116,Low
CUST-00933,Megan,Naidoo,38,Female,Single,0,No Matric,Western Cape,Self-Employed,12000.0,LSM 5-6,5400.0,2.1,17,610.55,13,2,0,Digital-Preferred,1,1,0,0,1,0,3,651,0.255,9999,Low
CUST-00934,Sandile,Govender,41,Male,Married,1,Degree,Free State,Employed,27600.0,LSM 7-8,13200.0,6.5,38,373.43,10,3,0,Passive,1,1,0,0,0,1,3,671,0.363,9999,Low
CUST-00935,Mihlali,Nxumalo,33,Female,Married,4,Diploma,Eastern Cape,Employed,19600.0,LSM 5-6,12400.0,5.0,27,155.03,4,3,2,Passive,1,1,0,0,1,0,3,561,0.475,999,Medium
CUST-00936,Palesa,Zulu,35,Female,Married,2,Postgraduate,Gauteng,Employed,107700.0,High Net Worth,64300.0,12.7,97,979.78,31,1,3,Digital-Only,1,1,1,0,1,1,5,656,0.428,207,Low
CUST-00937,Kyle,du Plessis,25,Male,Married,0,Matric,Mpumalanga,Employed,6300.0,LSM 1-4,3200.0,8.1,13,473.52,13,6,0,Digital-Preferred,0,0,0,1,0,0,1,615,0.447,9999,High
CUST-00938,Marco,Nkosi,64,Male,Married,0,Matric,KwaZulu-Natal,Self-Employed,13400.0,LSM 5-6,6300.0,6.4,36,195.56,12,3,1,Digital-Preferred,1,0,0,0,0,0,1,633,0.0,1404,Medium
CUST-00939,Tebogo,van der Berg,37,Male,Single,0,Postgraduate,Free State,Employed,50700.0,Affluent,28600.0,8.5,29,1225.96,16,6,1,Digital-Preferred,1,1,1,1,1,0,5,679,0.275,9999,Low
CUST-00940,Lethiwe,Naidoo,37,Male,Single,0,Diploma,KwaZulu-Natal,Employed,28900.0,LSM 7-8,18500.0,1.8,24,671.97,13,2,1,Digital-Preferred,1,1,0,0,0,0,2,593,0.443,942,Medium
CUST-00941,Pieter,Daniels,33,Male,Married,5,Degree,North West,Employed,29400.0,LSM 7-8,20500.0,11.2,20,832.95,0,5,1,Branch-Preferred,1,1,0,0,1,0,3,640,0.394,9999,Low
CUST-00942,Nandi,Govender,37,Female,Single,2,Postgraduate,Mpumalanga,Self-Employed,29800.0,LSM 7-8,22000.0,5.9,37,626.07,17,1,1,Digital-Preferred,1,1,1,0,1,0,4,660,0.503,334,Low
CUST-00943,Nhlanhla,February,50,Male,Married,0,Diploma,Mpumalanga,Retired,6884.38,LSM 1-4,4300.0,5.0,6,406.12,7,7,2,Branch-Preferred,1,0,0,0,0,0,1,602,0.0,1108,Medium
CUST-00944,Siphokazi,du Plessis,39,Female,Single,2,Diploma,Gauteng,Employed,20500.0,LSM 7-8,16900.0,9.3,33,290.09,18,1,3,Digital-Preferred,1,0,0,1,0,0,2,551,0.559,595,Medium
CUST-00945,Shenay,van der Berg,48,Female,Married,5,Diploma,Mpumalanga,Employed,23800.0,LSM 7-8,18100.0,7.2,32,674.4,15,5,2,Digital-Preferred,1,1,0,1,1,0,4,627,0.572,322,Low
CUST-00946,Megan,Cele,52,Female,Married,0,Degree,Limpopo,Retired,14894.23,LSM 5-6,9300.0,9.0,22,470.72,16,2,5,Digital-Preferred,1,1,0,1,0,0,3,502,0.671,465,Low
CUST-00947,Ashleigh,Govender,34,Female,Single,0,Postgraduate,KwaZulu-Natal,Retired,35869.3,LSM 7-8,16900.0,9.2,34,220.73,15,4,1,Digital-Preferred,1,1,0,1,1,1,5,733,0.258,712,Low
CUST-00948,Nhlanhla,Daniels,18,Male,Single,0,Matric,Western Cape,Employed,5900.0,LSM 1-4,3900.0,1.6,6,568.2,23,4,0,Digital-Preferred,0,0,0,0,0,0,0,557,0.0,9999,High
CUST-00949,Devan,Ngubane,34,Male,Single,2,Degree,Eastern Cape,Employed,37300.0,LSM 7-8,28800.0,8.4,41,434.83,20,4,5,Digital-Preferred,1,0,1,1,0,1,4,523,0.541,360,Low
CUST-00950,Rayan,Mthembu,18,Male,Single,0,Matric,North West,Unemployed,2082.28,LSM 1-4,1400.0,0.5,8,77.29,21,2,3,Digital-Preferred,1,0,0,0,0,0,1,487,0.0,277,High
CUST-00951,Ayanda,Dlamini,21,Female,Single,0,Diploma,Limpopo,Retired,7903.64,LSM 1-4,4800.0,2.1,22,98.61,20,2,1,Digital-Preferred,1,0,0,0,0,0,1,546,0.0,337,High
CUST-00952,Aaliya,Naidoo,57,Female,Divorced,2,Diploma,KwaZulu-Natal,Self-Employed,27700.0,LSM 7-8,21800.0,10.1,41,730.15,0,7,3,Branch-Preferred,1,0,1,1,1,0,4,594,0.445,2948,Low
CUST-00953,Mandla,Govender,34,Male,Single,0,Degree,Eastern Cape,Employed,40900.0,Affluent,27900.0,5.0,36,743.64,19,1,1,Digital-Preferred,1,1,1,1,1,0,5,643,0.487,9999,Low
CUST-00954,André,Zulu,24,Male,Single,0,Diploma,Gauteng,Employed,18600.0,LSM 5-6,11300.0,1.9,34,283.7,20,1,1,Digital-Preferred,1,0,0,0,0,0,1,551,0.0,9999,High
CUST-00955,Fatima,Dlamini,27,Female,Married,3,Matric,KwaZulu-Natal,Student,2495.61,LSM 1-4,2600.0,2.5,14,107.23,12,6,7,Digital-Preferred,0,0,0,0,0,0,0,356,0.0,14,Medium
CUST-00956,Kyle,Govender,39,Male,Divorced,0,Matric,Limpopo,Employed,9400.0,LSM 5-6,4900.0,6.1,22,50.0,7,3,2,Passive,1,0,0,0,0,0,1,554,0.0,1594,Medium
CUST-00957,Kim,Sithole,29,Female,Married,1,Matric,Eastern Cape,Employed,6600.0,LSM 1-4,3700.0,9.6,5,720.27,27,3,4,Digital-Preferred,0,0,0,0,0,0,0,502,0.0,657,Medium
CUST-00958,Devan,Mthethwa,45,Male,Married,1,Matric,Limpopo,Unemployed,1134.83,LSM 1-4,1200.0,6.7,6,296.57,7,7,4,Branch-Preferred,0,0,0,0,0,0,0,452,0.0,637,High
CUST-00959,Ruan,Cele,31,Male,Single,0,Degree,Western Cape,Employed,42300.0,Affluent,28900.0,1.0,33,922.08,22,1,3,Digital-Only,1,0,1,0,0,0,2,513,0.565,1433,Medium
CUST-00960,Vusi,Maharaj,34,Male,Married,1,Diploma,KwaZulu-Natal,Employed,22200.0,LSM 7-8,10600.0,8.4,36,432.97,14,3,0,Digital-Preferred,1,1,0,1,1,1,5,679,0.271,9999,Low
CUST-00961,Nhlanhla,Adams,37,Male,Married,2,Matric,Limpopo,Employed,10800.0,LSM 5-6,5800.0,4.4,15,534.92,17,0,3,Digital-Preferred,1,0,0,0,0,0,1,555,0.0,314,High
CUST-00962,Kyle,Nkosi,32,Male,Married,0,Degree,Gauteng,Employed,31100.0,LSM 7-8,18800.0,8.6,37,947.73,12,5,0,Digital-Preferred,1,1,1,0,0,0,3,632,0.491,758,Low
CUST-00963,Nozipho,Ndlovu,25,Female,Married,0,Matric,Free State,Employed,6800.0,LSM 1-4,4200.0,4.1,15,54.25,11,5,2,Digital-Preferred,1,0,0,0,0,0,1,568,0.0,44,Medium
CUST-00964,Ruan,du Plessis,31,Male,Married,3,Matric,North West,Self-Employed,4500.0,LSM 1-4,4700.0,2.7,11,474.22,5,8,4,Branch-Preferred,1,1,0,0,0,0,2,497,0.772,95,High
CUST-00965,Shenay,Pillay,31,Female,Married,0,Postgraduate,Mpumalanga,Employed,33100.0,LSM 7-8,21500.0,7.0,21,1093.17,18,1,4,Digital-Preferred,1,1,1,1,0,1,5,501,0.5,479,Low
CUST-00966,Sipho,Zulu,23,Male,Single,0,Matric,Mpumalanga,Self-Employed,19100.0,LSM 5-6,13500.0,2.2,8,1623.54,12,3,1,Digital-Preferred,1,1,0,1,0,0,3,603,0.51,9999,Medium
CUST-00967,Heinrich,Khumalo,30,Male,Single,1,Diploma,Western Cape,Employed,5300.0,LSM 1-4,5000.0,6.3,12,290.17,11,5,4,Digital-Preferred,0,0,0,0,0,0,0,459,0.0,1948,High
CUST-00968,Lethiwe,Reddy,27,Male,Married,3,Diploma,Western Cape,Retired,9454.46,LSM 5-6,7700.0,2.8,15,613.09,8,2,3,Passive,1,0,0,1,0,0,2,528,0.643,522,Medium
CUST-00969,Nkosinathi,van der Berg,37,Male,Married,1,Matric,Mpumalanga,Self-Employed,10400.0,LSM 5-6,5200.0,2.3,11,553.29,18,2,0,Digital-Preferred,1,0,0,0,0,0,1,640,0.0,205,Medium
CUST-00970,André,Zulu,32,Male,Single,0,Matric,KwaZulu-Natal,Retired,5249.67,LSM 1-4,3400.0,7.5,15,50.0,17,3,3,Digital-Preferred,1,0,0,0,0,0,1,554,0.0,626,High
CUST-00971,Sipho,Pillay,60,Male,Married,2,No Matric,Mpumalanga,Unemployed,909.99,LSM 1-4,1000.0,8.4,27,50.0,16,3,4,Digital-Preferred,1,0,0,0,0,0,1,516,0.0,20,Medium
CUST-00972,Thandi,Mthembu,31,Female,Married,3,Matric,Gauteng,Employed,4300.0,LSM 1-4,4500.0,7.0,26,74.76,12,2,4,Digital-Preferred,0,0,0,0,0,0,0,503,0.0,567,Medium
CUST-00973,Mihlali,Nxumalo,33,Female,Married,1,Degree,Mpumalanga,Self-Employed,44800.0,Affluent,24500.0,6.0,41,462.87,2,7,1,Branch-Preferred,1,1,1,1,1,0,5,695,0.469,1868,Low
CUST-00974,Chanel,Maharaj,35,Female,Married,1,Diploma,Western Cape,Unemployed,0.0,LSM 1-4,0.0,2.8,11,120.55,23,1,0,Digital-Only,0,0,0,0,0,0,0,601,0.0,2144,High
CUST-00975,Lungelo,Nxumalo,26,Male,Single,0,Diploma,Mpumalanga,Employed,13400.0,LSM 5-6,9700.0,3.0,25,203.2,15,5,1,Digital-Preferred,1,1,0,1,1,0,4,598,0.479,918,Low
CUST-00976,Bongiwe,Mthembu,25,Female,Single,1,Diploma,Western Cape,Employed,12300.0,LSM 5-6,7700.0,7.2,21,331.14,12,2,1,Digital-Preferred,0,0,0,1,1,1,3,630,0.428,9999,Low
CUST-00977,Lerato,Jacobs,38,Female,Single,0,Postgraduate,Eastern Cape,Employed,56900.0,Affluent,28100.0,6.3,54,178.99,20,1,4,Digital-Preferred,1,1,1,1,1,0,5,497,0.586,922,Low
CUST-00978,Pieter,Nxumalo,29,Male,Married,3,Matric,North West,Employed,9800.0,LSM 5-6,7900.0,8.3,19,105.49,19,2,0,Digital-Preferred,1,1,0,0,0,0,2,625,0.589,1050,Low
CUST-00979,Sandile,Pretorius,23,Male,Single,0,Degree,KwaZulu-Natal,Employed,36000.0,LSM 7-8,23000.0,5.4,35,503.25,10,5,2,Branch-Preferred,1,1,1,0,0,0,3,607,0.489,3650,Low
CUST-00980,Nomvula,Smith,34,Female,Married,1,Matric,Gauteng,Employed,11700.0,LSM 5-6,7100.0,9.5,13,496.05,21,2,1,Digital-Preferred,1,0,0,1,1,0,3,641,0.428,9999,Low
CUST-00981,Anika,February,49,Female,Married,1,Postgraduate,Gauteng,Employed,85900.0,High Net Worth,40700.0,13.9,71,409.28,29,5,5,Digital-Preferred,1,0,1,0,1,1,4,594,0.377,9999,Low
CUST-00982,Luca,Daniels,22,Male,Single,0,Matric,Western Cape,Unemployed,3186.96,LSM 1-4,2300.0,4.6,3,795.21,20,3,5,Digital-Preferred,1,0,0,0,0,0,1,410,0.0,52,High
CUST-00983,Johan,Mokoena,33,Male,Single,1,Matric,Eastern Cape,Employed,14200.0,LSM 5-6,10000.0,1.5,22,114.29,12,5,0,Digital-Preferred,1,1,0,0,0,0,2,625,0.431,9999,High
CUST-00984,Bongiwe,Johnson,36,Female,Married,3,Diploma,Eastern Cape,Self-Employed,15400.0,LSM 5-6,9800.0,7.9,4,2406.99,20,3,4,Digital-Preferred,1,0,1,1,1,0,4,524,0.535,417,Low
CUST-00985,Musa,Dlamini,34,Male,Married,1,Matric,Gauteng,Unemployed,1790.64,LSM 1-4,1900.0,5.5,14,95.02,13,2,4,Digital-Preferred,1,0,0,0,0,0,1,446,0.0,9999,High
CUST-00986,Thandi,Mokoena,45,Female,Single,0,Degree,Gauteng,Student,1815.69,LSM 1-4,900.0,4.0,4,50.0,15,9,0,Digital-Preferred,1,0,0,0,0,0,1,671,0.0,9999,High
CUST-00987,Palesa,Mkhize,23,Female,Single,1,Diploma,North West,Employed,2600.0,LSM 1-4,2300.0,7.0,22,150.22,8,2,2,Passive,1,0,0,0,0,0,1,534,0.0,9999,Medium
CUST-00988,Mihlali,Pretorius,33,Female,Single,0,Degree,Eastern Cape,Employed,30300.0,LSM 7-8,19400.0,6.6,31,192.0,8,2,0,Passive,1,1,0,1,1,0,4,670,0.445,229,Low
CUST-00989,Chanel,Brown,30,Female,Single,0,Matric,Gauteng,Employed,12700.0,LSM 5-6,7300.0,4.3,19,247.17,14,0,2,Digital-Preferred,1,0,1,0,0,0,2,518,0.571,9999,Medium
CUST-00990,Musa,Hendricks,29,Male,Married,3,Degree,Gauteng,Employed,31700.0,LSM 7-8,16500.0,9.9,35,628.93,25,1,0,Digital-Only,1,1,1,0,1,1,5,683,0.283,9999,Low
CUST-00991,Kim,February,56,Female,Married,1,Matric,Gauteng,Employed,10700.0,LSM 5-6,5400.0,4.5,11,50.0,0,8,5,Branch-Preferred,1,0,0,1,0,0,2,515,0.585,512,High
CUST-00992,Kavitha,Zulu,40,Female,Married,2,Postgraduate,Limpopo,Self-Employed,61800.0,Affluent,31900.0,7.4,61,657.15,16,2,1,Digital-Preferred,1,1,1,0,0,1,4,700,0.305,140,Low
CUST-00993,Nomvula,Adams,49,Female,Single,0,Diploma,Limpopo,Employed,20800.0,LSM 7-8,11000.0,3.0,30,133.48,4,2,1,Passive,1,0,0,1,0,0,2,626,0.391,215,Medium
CUST-00994,Ruan,Maharaj,39,Male,Married,1,Diploma,Eastern Cape,Employed,24000.0,LSM 7-8,10600.0,4.1,22,363.73,10,3,0,Passive,1,0,0,0,1,0,2,637,0.426,114,Low
CUST-00995,Johan,van der Berg,45,Male,Single,0,Degree,Eastern Cape,Self-Employed,38500.0,LSM 7-8,27300.0,5.4,28,1256.31,16,5,0,Digital-Preferred,1,1,1,1,1,0,5,703,0.445,9999,Low
CUST-00996,Thabo,Ndlovu,34,Male,Single,1,Diploma,Mpumalanga,Unemployed,2030.07,LSM 1-4,2100.0,7.0,8,137.11,17,3,3,Digital-Preferred,1,0,0,0,0,0,1,545,0.0,457,High
CUST-00997,Sbusiso,Ndlovu,36,Male,Married,1,Diploma,KwaZulu-Natal,Employed,13800.0,LSM 5-6,9100.0,2.9,18,828.31,11,5,1,Digital-Preferred,1,1,0,0,0,0,2,563,0.539,578,Low
CUST-00998,Megan,Williams,73,Female,Married,0,No Matric,KwaZulu-Natal,Retired,4681.49,LSM 1-4,2400.0,0.5,4,538.95,12,8,6,Digital-Preferred,0,0,0,0,0,0,0,421,0.0,1899,Medium
CUST-00999,Bongiwe,Ngubane,32,Female,Single,0,Degree,KwaZulu-Natal,Employed,38500.0,LSM 7-8,23000.0,8.5,32,701.83,16,4,0,Digital-Preferred,1,1,1,0,0,1,4,709,0.483,3650,Low
CUST-01000,Mihlali,Naidoo,36,Female,Married,1,Matric,Free State,Unemployed,812.03,LSM 1-4,900.0,3.2,6,318.45,19,4,2,Digital-Preferred,1,0,0,0,0,0,1,549,0.0,75,Medium
CUST-01001,Nozipho,Jacobs,62,Female,Married,0,No Matric,Western Cape,Unemployed,2073.1,LSM 1-4,1100.0,5.1,10,218.81,13,6,3,Digital-Preferred,1,0,0,0,0,0,1,549,0.0,557,High
